customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03407,Female,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,54.92,1532.62,No
CUST-03408,Female,0,No,Yes,24,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,43.04,1040.03,No
CUST-03409,Female,1,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,66.61,3402.27,No
CUST-03410,Male,0,No,No,21,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,42.93,899.41,No
CUST-03411,Female,0,No,No,31,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.49,1337.1,Yes
CUST-03412,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.28,1369.6,No
CUST-03413,Female,0,No,No,40,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,52.21,2091.33,No
CUST-03414,Female,0,No,No,68,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.29,2124.77,No
CUST-03415,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),55.89,901.29,Yes
CUST-03416,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.15,2470.62,No
CUST-03417,Female,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,52.97,2957.3,No
CUST-03418,Female,0,No,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.29,699.95,No
CUST-03419,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),61.25,1712.84,No
CUST-03420,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.19,782.06,Yes
CUST-03421,Male,0,No,No,15,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,38.64,582.55,No
CUST-03422,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),44.49,1872.57,Yes
CUST-03423,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.9,1493.41,No
CUST-03424,Male,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,44.88,224.21,No
CUST-03425,Male,1,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),69.28,3335.35,No
CUST-03426,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,64.05,832.55,Yes
CUST-03427,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),48.64,1565.63,No
CUST-03428,Male,1,Yes,No,67,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,48.74,3268.46,No
CUST-03429,Female,0,No,No,30,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.91,1523.71,No
CUST-03430,Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.66,200.26,No
CUST-03431,Male,1,No,No,25,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,38.15,945.68,No
CUST-03432,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,59.12,1668.2,Yes
CUST-03433,Male,0,No,No,62,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,45.87,2839.78,No
CUST-03434,Male,1,Yes,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.08,1201.87,No
CUST-03435,Female,0,Yes,No,68,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.57,4597.03,No
CUST-03436,Male,0,No,No,15,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),55.19,841.68,No
CUST-03437,Male,0,No,No,26,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),45.7,1188.24,Yes
CUST-03438,Male,0,No,No,63,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,47.72,3002.92,No
CUST-03439,Male,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,66.2,1202.34,No
CUST-03440,Male,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.85,1311.15,No
CUST-03441,Male,1,No,No,62,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),38.07,2357.8,Yes
CUST-03442,Male,1,No,No,68,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,60.33,4101.14,No
CUST-03443,Male,1,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),64.07,3074.03,No
CUST-03444,Female,0,No,No,50,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,52.76,2644.78,No
CUST-03445,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),61.31,3863.43,Yes
CUST-03446,Female,1,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.29,4649.88,No
CUST-03447,Male,1,No,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,45.18,266.94,No
CUST-03448,Male,0,No,No,58,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),39.11,2260.55,Yes
CUST-03449,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),34.16,1741.77,No
CUST-03450,Female,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,30.78,370.45,Yes
CUST-03451,Female,0,Yes,Yes,47,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,37.58,1765.41,No
CUST-03452,Male,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.87,486.46,Yes
CUST-03453,Female,1,No,No,7,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,49.41,338.4,No
CUST-03454,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,50.83,1478.05,No
CUST-03455,Male,0,Yes,No,51,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.62,3043.25,No
CUST-03456,Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,69.65,3837.56,No
CUST-03457,Male,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),47.36,2793.18,No
CUST-03458,Male,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),55.39,3104.36,Yes
CUST-03459,Male,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.95,684.76,No
CUST-03460,Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,27.23,491.78,No
CUST-03461,Female,0,No,No,58,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,45.11,2616.37,No
CUST-03462,Male,0,No,No,40,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.69,2226.66,Yes
CUST-03463,Female,0,Yes,No,31,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,39.43,1224.47,No
CUST-03464,Female,0,Yes,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.39,1548.55,Yes
CUST-03465,Female,1,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),28.89,1008.56,No
CUST-03466,Female,0,No,Yes,26,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),40.34,1047.53,No
CUST-03467,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,58.63,3986.99,No
CUST-03468,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.22,1237.09,No
CUST-03469,Male,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.07,960.37,Yes
CUST-03470,Male,0,No,Yes,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,54.3,,No
CUST-03471,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.45,129.42,No
CUST-03472,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.17,1835.64,No
CUST-03473,Female,0,Yes,No,44,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),57.24,2518.98,Yes
CUST-03474,Female,1,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.54,1320.63,Yes
CUST-03475,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),52.8,56.24,Yes
CUST-03476,Male,0,Yes,No,43,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),45.73,1963.46,No
CUST-03477,Male,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,57.23,1828.4,No
CUST-03478,Male,0,Yes,Yes,63,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,37.41,2351.85,Yes
CUST-03479,Female,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),69.0,2271.04,No
CUST-03480,Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.99,1977.88,No
CUST-03481,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.28,813.53,No
CUST-03482,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.42,264.34,Yes
CUST-03483,Male,0,Yes,No,23,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.89,1243.73,No
CUST-03484,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,62.49,2438.42,No
CUST-03485,Female,0,No,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.79,1428.61,No
CUST-03486,Male,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,23.8,688.98,No
CUST-03487,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),32.45,985.37,No
CUST-03488,Male,0,No,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.79,2028.14,No
CUST-03489,Female,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.06,1662.15,No
CUST-03490,Female,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,31.71,691.65,Yes
CUST-03491,Male,0,No,Yes,5,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,32.07,161.19,No
CUST-03492,Male,0,No,Yes,11,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.33,366.87,No
CUST-03493,Female,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,31.22,991.29,Yes
CUST-03494,Female,0,No,No,24,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,64.11,1528.28,Yes
CUST-03495,Male,0,Yes,No,11,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,44.65,489.7,Yes
CUST-03496,Male,1,No,No,11,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,48.07,533.63,No
CUST-03497,Female,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,68.06,1155.02,Yes
CUST-03498,Male,1,No,No,32,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),47.11,1497.47,No
CUST-03499,Female,0,No,No,27,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,36.38,982.74,Yes
CUST-03500,Female,0,Yes,Yes,32,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,47.52,1516.37,No
CUST-03501,Male,0,No,No,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,28.01,1703.35,No
CUST-03502,Male,1,Yes,No,25,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,43.26,1079.17,No
CUST-03503,Male,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.62,4388.81,Yes
CUST-03504,Male,0,Yes,No,64,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.95,3773.06,Yes
CUST-03505,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,46.2,1294.7,Yes
CUST-03506,Female,0,Yes,No,40,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,51.34,2044.01,No
CUST-03507,Female,0,No,Yes,14,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,52.04,728.63,No
CUST-03508,Male,0,Yes,Yes,42,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),47.39,1992.34,No
CUST-03509,Male,0,Yes,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.14,905.05,No
CUST-03510,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),51.83,94.33,No
CUST-03511,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),33.35,33.63,No
CUST-03512,Male,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.87,1178.04,Yes
CUST-03513,Male,0,No,No,64,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),34.54,2207.81,No
CUST-03514,Female,1,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),65.76,2041.57,No
CUST-03515,Female,1,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),58.75,3413.45,No
CUST-03516,Male,1,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,64.51,902.14,No
CUST-03517,Male,0,No,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,59.27,4089.53,Yes
CUST-03518,Male,1,No,No,16,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,39.22,625.68,No
CUST-03519,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,52.76,3644.08,No
CUST-03520,Male,0,No,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),50.43,2722.88,No
CUST-03521,Male,0,No,Yes,13,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,39.23,504.28,No
CUST-03522,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,65.97,2041.96,Yes
CUST-03523,Female,1,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,30.48,2097.23,No
CUST-03524,Female,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.44,1159.15,Yes
CUST-03525,Male,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,43.14,1297.01,No
CUST-03526,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,57.33,1323.41,No
CUST-03527,Female,0,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.67,1133.08,No
CUST-03528,Female,0,No,No,29,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,43.64,1264.58,No
CUST-03529,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,71.75,2291.07,No
CUST-03530,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,60.79,3770.19,No
CUST-03531,Female,0,Yes,No,45,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),41.3,1852.75,No
CUST-03532,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,61.03,2994.84,Yes
CUST-03533,Female,0,Yes,No,33,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),46.18,1524.79,No
CUST-03534,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),30.56,132.17,No
CUST-03535,Female,1,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,73.31,1319.03,Yes
CUST-03536,Male,0,No,No,70,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,50.49,3542.55,No
CUST-03537,Male,0,No,No,64,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.39,2519.44,No
CUST-03538,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.7,2095.89,No
CUST-03539,Female,0,Yes,No,58,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,67.77,3925.71,No
CUST-03540,Male,0,Yes,No,56,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),45.46,2542.16,Yes
CUST-03541,Female,0,Yes,No,20,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,70.04,1391.74,Yes
CUST-03542,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,32.8,1116.99,No
CUST-03543,Male,0,Yes,No,10,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.35,458.74,Yes
CUST-03544,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,56.15,1239.37,Yes
CUST-03545,Male,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),68.07,352.18,Yes
CUST-03546,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),62.39,2746.62,Yes
CUST-03547,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),56.41,504.73,Yes
CUST-03548,Female,1,Yes,No,43,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.92,2834.44,No
CUST-03549,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.9,112.32,Yes
CUST-03550,Female,0,Yes,No,42,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,42.82,1796.18,Yes
CUST-03551,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,56.66,3684.81,Yes
CUST-03552,Male,1,Yes,Yes,41,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,52.39,2147.07,No
CUST-03553,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),51.1,3266.65,No
CUST-03554,Female,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),56.05,3082.11,Yes
CUST-03555,Female,0,Yes,Yes,18,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,45.48,812.81,No
CUST-03556,Female,1,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),49.93,796.12,No
CUST-03557,Male,1,Yes,No,46,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),58.7,2695.44,No
CUST-03558,Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,73.48,2639.1,No
CUST-03559,Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.97,1453.68,No
CUST-03560,Female,0,Yes,No,44,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),52.41,,No
CUST-03561,Female,0,No,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.97,161.09,No
CUST-03562,Female,0,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.61,622.66,No
CUST-03563,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,32.68,136.44,No
CUST-03564,Female,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),29.48,1439.04,No
CUST-03565,Male,0,Yes,No,72,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,76.23,5489.08,Yes
CUST-03566,Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.2,215.45,Yes
CUST-03567,Male,0,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.01,1312.32,Yes
CUST-03568,Male,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.27,1663.36,No
CUST-03569,Female,1,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,56.23,1188.17,Yes
CUST-03570,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,59.73,1611.33,No
CUST-03571,Male,0,No,Yes,38,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,66.41,2518.47,No
CUST-03572,Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,63.88,321.11,No
CUST-03573,Female,0,Yes,Yes,61,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,37.52,2286.49,No
CUST-03574,Male,0,Yes,No,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.58,535.18,No
CUST-03575,Male,0,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.65,620.2,Yes
CUST-03576,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.53,133.06,No
CUST-03577,Female,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),32.06,123.11,No
CUST-03578,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,36.53,1355.08,No
CUST-03579,Female,1,No,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),69.25,1031.58,No
